Title,Price,Category_path,Rating,Qty_califications,Features_JSON_format,Image_Url,Item_Url
Estantería Asimétrica - 5 baldas,59.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Asimétricas>Estantería Asimétrica - 5 baldas,4.7,33,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 5 "", ""Altura total"": "" 145 cm"", ""Anchura exterior"": "" 124 cm "", ""Anchura interior"": "" 120 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/758-thickbox_default/estanteria-de-120-de-ancho-y-5-baldas.jpg,https://muebleslufe.com/es/anchas/78-estanteria-de-120-de-ancho-y-5-baldas.html
Estantería Asimétrica - 4 baldas,49.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Asimétricas>Estantería Asimétrica - 4 baldas,4.5,91,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 4"", ""Altura total"": "" 110 cm"", ""Anchura exterior"": "" 124 cm "", ""Anchura interior"": "" 120 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/759-thickbox_default/estanteria-de-120-de-ancho-y-4-baldas.jpg,https://muebleslufe.com/es/anchas/79-estanteria-de-120-de-ancho-y-4-baldas.html
Estantería Asimétrica - 6 baldas,69.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Asimétricas>Estantería Asimétrica - 6 baldas,4.6,54,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 6 "", ""Altura total"": "" 181 cm"", ""Anchura exterior"": "" 124 cm "", ""Anchura interior"": "" 120 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/757-thickbox_default/estanteria-de-120-de-ancho-y-6-baldas.jpg,https://muebleslufe.com/es/anchas/77-estanteria-de-120-de-ancho-y-6-baldas.html
Estantería Asimétrica - 7 baldas,79.99,Inicio>Muebles Lufe>Estanterías  de madera>Estanterías Asimétricas>Estantería Asimétrica - 7 baldas,4.5,89,"{""Material"": "" Madera local certificada PEFC"", ""Número de baldas"": "" 7 "", ""Altura total"": "" 217 cm"", ""Anchura exterior"": "" 124 cm "", ""Anchura interior"": "" 120 cm"", ""Fondo estantería"": "" 21 cm"", ""Grueso de laterales y baldas"": "" 2 cm""}",https://muebleslufe.com/744-thickbox_default/estanteria-de-120-de-ancho-y-7-baldas.jpg,https://muebleslufe.com/es/anchas/76-estanteria-de-120-de-ancho-y-7-baldas.html
Estructura de cama de matrimonio,49.99,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Estructura de cama de matrimonio,4.8,21,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 90 cm, Pie de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la cama"": "" 197,5 cm (para colchón de 190)  / 207,5 cm ( para colchón de 200 cm)"", ""Anchura del cabecero"": "" 145 (para colchón de 135), 160 (para colchón de 150)"", ""Descripcion_1"": "" *Para colchón de 180 cm temporalmente agotada""}",https://muebleslufe.com/884-thickbox_default/estructura-de-cama-de-matrimonio.jpg,https://muebleslufe.com/es/matrimonio/207-estructura-de-cama-de-matrimonio.html
Estructura de cama de matrimonio,39.99,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Estructura de cama de matrimonio,5,1,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Cabecero 68,5 cm, Pie de cama 34,5 cm"", ""Largo exterior"": "" 197,5 cm / 207,5 cm"", ""Anchura exterior"": "" 144 cm / 159 cm / 189 cm (temporalmente agotada)""}",https://muebleslufe.com/497-thickbox_default/cama-de-matrimonio-madera-pulida.jpg,https://muebleslufe.com/es/matrimonio/60-cama-de-matrimonio-madera-pulida.html
Estructura bancada de matrimonio,29.99,Inicio>Muebles Lufe>Camas>Camas de matrimonio>Estructura bancada de matrimonio,4.4,12,"{""Material"": "" Madera local certificada PEFC"", ""Altura"": "" Bancada de cama 34,5 cm, colchón 28,5 cm del suelo"", ""Longitud de la bancada de cama"": "" 197,5 cm (para colchón de 190 cm)  / 207,5 cm (para colchón de 200 cm)"", ""Anchura de la bancada"": "" 144 cm (para colchón de 135 cm) / 159 cm (para colchón de 150 cm)"", ""Descripcion_1"": "" *Temporalmente agotada para colchón de 180 cm""}",https://muebleslufe.com/934-thickbox_default/bancada-de-cama-de-matrimonio.jpg,https://muebleslufe.com/es/matrimonio/223-bancada-de-cama-de-matrimonio.html
Lamas de 105,16.99,Inicio>Muebles Lufe>Camas>Lamas de 105,3,1,"{""Material_0"": "" madera maciza certificado PEFC"", ""Medidas_1"": "" 105x90x12 / 105x200x12"", ""Para cama de 105_2"": null}",https://muebleslufe.com/1573-thickbox_default/lamas-de-105.jpg,https://muebleslufe.com/es/camas/407-lamas-de-105.html
Cajón doble de almacenaje cama 90/105,49.98,Inicio>Muebles Lufe>Camas>Accesorios>Cajón doble de almacenaje cama 90/105,4.3,61,"{""Descripcion_0"": null}",https://muebleslufe.com/1340-thickbox_default/cajon-doble-cama-individual.jpg,https://muebleslufe.com/es/accesorios/313-cajon-doble-cama-individual.html
Cajón doble cama de matrimonio,49.98,Inicio>Muebles Lufe>Camas>Accesorios>Cajón doble cama de matrimonio,4.5,54,"{""Descripcion_0"": null}",https://muebleslufe.com/1337-thickbox_default/cajon-doble-cama-de-matrimonio.jpg,https://muebleslufe.com/es/accesorios/312-cajon-doble-cama-de-matrimonio.html
Arrastre nido 80 con colchón,129.98,Inicio>Muebles Lufe>Camas>Arrastre nido 80 con colchón,4,10,{},https://muebleslufe.com/1538-thickbox_default/cama-nido-colchon-80.jpg,https://muebleslufe.com/es/camas/401-cama-nido-colchon-80.html
Pack de dos cojines,11.99,Inicio>Muebles Lufe>Camas>Accesorios>Pack de dos cojines,4.5,29,"{""Descripcion_0"": null}",https://muebleslufe.com/1263-thickbox_default/pack-de-dos-cojines.jpg,https://muebleslufe.com/es/accesorios/286-pack-de-dos-cojines.html
Cajón largo de almacenaje cama 90/105,49.99,Inicio>Muebles Lufe>Camas>Accesorios>Cajón largo de almacenaje cama 90/105,4.1,24,"{""Descripcion_0"": null}",https://muebleslufe.com/1345-thickbox_default/cajon-largo-cama-individual.jpg,https://muebleslufe.com/es/accesorios/315-cajon-largo-cama-individual.html
Lamas de 150,21.99,Inicio>Muebles Lufe>Camas>Lamas de 150,5,3,"{""Para cama de"": "" 150.""}",https://muebleslufe.com/68-thickbox_default/lamas-de-150.jpg,https://muebleslufe.com/es/camas/34-lamas-de-150.html
Arrastre nido 80,39.99,Inicio>Muebles Lufe>Camas>Arrastre nido 80,4.5,2,{},https://muebleslufe.com/1532-thickbox_default/cama-nido-80.jpg,https://muebleslufe.com/es/camas/400-cama-nido-80.html
Cajón largo cama de matrimonio,49.99,Inicio>Muebles Lufe>Camas>Accesorios>Cajón largo cama de matrimonio,4.6,25,"{""Descripcion_0"": null}",https://muebleslufe.com/1342-thickbox_default/cajon-largo-cama-de-matrimonio.jpg,https://muebleslufe.com/es/accesorios/314-cajon-largo-cama-de-matrimonio.html
Mesilla ,3.98,Inicio>Muebles Lufe>Camas>Accesorios>Mesilla ,4.2,41,"{""Material"": "" Madera local certificada PEFC"", ""Anchura de mesilla"": "" 11 cm"", ""Largo de mesilla"": "" 33 cm""}",https://muebleslufe.com/543-thickbox_default/mesilla-madera-pulida.jpg,https://muebleslufe.com/es/accesorios/26-mesilla-madera-pulida.html
Arrastre nido 90,39.99,Inicio>Muebles Lufe>Camas>Arrastre nido 90,4.4,46,"{""Material"": "" Madera local certificada PEFC"", ""Largo del frente"": "" 192 cm / 202 cm"", ""Alto del frente"": "" 21 cm"", ""Fondo"": "" 96 cm"", ""Altura máxima del colchón"": "" 17 cm"", ""Compatible con las camas"": "" de 190 cm""}",https://muebleslufe.com/767-thickbox_default/cama-nido-madera-pulida.jpg,https://muebleslufe.com/es/camas/29-cama-nido-madera-pulida.html
Lamas de 135,19.99,Inicio>Muebles Lufe>Camas>Lamas de 135,4.8,4,"{""Para cama de"": "" 135.""}",https://muebleslufe.com/67-thickbox_default/lamas-de-135.jpg,https://muebleslufe.com/es/camas/33-lamas-de-135.html
Mesilla con pata ,6.98,Inicio>Muebles Lufe>Camas>Mesilla con pata ,4.2,44,"{""Material"": "" Madera local certificada PEFC"", ""Anchura de mesilla"": "" 11 cm"", ""Largo de mesilla"": "" 33 cm"", ""Alto de mesilla"": "" 33 cm""}",https://muebleslufe.com/541-thickbox_default/mesilla-con-pata-pulida.jpg,https://muebleslufe.com/es/camas/23-mesilla-con-pata-pulida.html
Lamas de 90,13.99,Inicio>Muebles Lufe>Camas>Lamas de 90,4.7,23,"{""Para cama de"": "" 90.""}",https://muebleslufe.com/66-thickbox_default/lamas-de-90-en-madera-pulida.jpg,https://muebleslufe.com/es/camas/32-lamas-de-90-en-madera-pulida.html
Respaldo cama sofá,59.99,Inicio>Muebles Lufe>Camas>Accesorios>Respaldo cama sofá,4,29,"{""Descripcion_0"": null}",https://muebleslufe.com/1053-thickbox_default/respaldo-cama-sofa.jpg,https://muebleslufe.com/es/accesorios/259-respaldo-cama-sofa.html
Lamas de 180,29.99,Inicio>Muebles Lufe>Camas>Lamas de 180,5,2,"{""Para cama de"": "" 180.""}",https://muebleslufe.com/392-thickbox_default/lamas-de-180.jpg,https://muebleslufe.com/es/camas/148-lamas-de-180.html
Estante de pared 44x21,7.99,Inicio>Muebles Lufe>Decoración>Decoración de pared>Estante de pared 44x21,4.9,13,"{""Descripcion_0"": "" Muebles de madera maciza ecológica con certificado PEFC."", ""Altura total_0"": "" 11 cm"", ""Anchura total_0"": "" 44 cm"", ""Fondo total_0"": "" 21 cm"", ""Grosor de cada balda_0"": "" 2 cm"", ""Peso total_0"": "" 1 kg""}",https://muebleslufe.com/2009-thickbox_default/estante-de-pared-44.jpg,https://muebleslufe.com/es/decoracion-pared/461-estante-de-pared-44.html
Estante de pared 84x21,9.99,Inicio>Muebles Lufe>Decoración>Decoración de pared>Estante de pared 84x21,4.9,14,"{""Descripcion_0"": "" Muebles de madera maciza ecológica con certificado PEFC."", ""Altura total_0"": "" 11 cm"", ""Anchura total_0"": "" 84 cm"", ""Fondo total_0"": "" 21 cm"", ""Grosor de cada balda_0"": "" 2 cm"", ""Peso total_0"": "" 1 kg""}",https://muebleslufe.com/2015-thickbox_default/estante-de-pared-84.jpg,https://muebleslufe.com/es/decoracion-pared/462-estante-de-pared-84.html
Ambiente cama de matrimonio con mesillas,66.96,Inicio>Muebles Lufe>Ambientes>Dormitorios>Dormitorios de matrimonio>Ambiente cama de matrimonio con mesillas,4.8,9,"{""Composición LUFE para dormitorio formada por_0"": """", ""Una LUFE Cama de matrimonio con lamas_1"": null}",https://muebleslufe.com/668-thickbox_default/composicion-cama-de-matrimonio.jpg,https://muebleslufe.com/es/dormitorios-de-matrimonio/62-composicion-cama-de-matrimonio.html
Ambiente cama de matrimonio con almohadas y mesillas,249.99,Inicio>Muebles Lufe>Ambientes>Dormitorios>Dormitorios de matrimonio>Ambiente cama de matrimonio con almohadas y mesillas,4.8,10,"{""Composición para dormitorio formada por_0"": """", ""Una TESTA Cama de matrimonio completa. (Estructura, lamas y colchón de 21 cm de espesor)_1"": null, "" _2"": null}",https://muebleslufe.com/956-thickbox_default/ambiente-cama-de-matrimonio-con-almohadas-y-mesillas.jpg,https://muebleslufe.com/es/dormitorios-de-matrimonio/230-ambiente-cama-de-matrimonio-con-almohadas-y-mesillas.html
Colchón de 190x105 en 21 de espesor,109.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 190x105 en 21 de espesor,3.5,8,"{""Protección"": "" Enrollados con bolsa PVC de seguridad.""}",https://muebleslufe.com/1569-thickbox_default/colchon-de-190x150-cm.jpg,https://muebleslufe.com/es/colchones/405-colchon-de-190x150-cm.html
Cabecero 4 lamas cama 105,24.99,Inicio>Muebles Lufe>Camas>Cabeceros>Cabecero 4 lamas cama 105,4.5,11,"{""Descripcion_0"": null, ""Descripcion_1"": "" Plazo de entrega""}",https://muebleslufe.com/1605-thickbox_default/cabecero-4-cama-105.jpg,https://muebleslufe.com/es/cabecero/412-cabecero-4-cama-105.html
Colchón de 200x105 en 21 de espesor,119.99,Inicio>Muebles Lufe>Camas>Colchones y almohadas>Colchón de 200x105 en 21 de espesor,5,3,"{""Protección"": "" Enrollados con bolsa PVC de seguridad.""}",https://muebleslufe.com/1572-thickbox_default/colchon-de-200x150-cm.jpg,https://muebleslufe.com/es/colchones/406-colchon-de-200x150-cm.html
Perchero Beka 165x100,54.99,Inicio>Muebles Lufe>Muebles de almacenaje>Percheros>Perchero Beka 165x100,4.5,27,{},https://muebleslufe.com/788-thickbox_default/perchero-beka.jpg,https://muebleslufe.com/es/beka/94-perchero-beka.html
Perchero Beka 165x130,59.99,Inicio>Muebles Lufe>Muebles de almacenaje>Percheros>Perchero Beka 165x130,4.7,11,{},https://muebleslufe.com/789-thickbox_default/perchero-beka.jpg,https://muebleslufe.com/es/beka/95-perchero-beka.html
Perchero Beka 165x70,49.99,Inicio>Muebles Lufe>Muebles de almacenaje>Percheros>Perchero Beka 165x70,4.5,41,{},https://muebleslufe.com/787-thickbox_default/perchero-beka.jpg,https://muebleslufe.com/es/beka/93-perchero-beka.html
Conjunto jardín sofá con dos sillones y mesa baja,324.92,Inicio>Muebles Lufe>Muebles de jardín>Conjunto jardín sofá con dos sillones y mesa baja,4,2,"{""Material"": "" Madera local certificada PEFC"", ""Incluye"": "" "", ""LUFE Sofá módulo con brazo derecho"": "", "", ""LUFE Sofá módulo con brazo izquierdo"": "", "", ""LUFE Sofá módulo con respaldo"": "", "", ""LUFE Sofá módulo con dos brazos"": "" y "", ""ARINA Mesa de centro"": "" (88x55 cm)"", ""La base de espuma está recubierta por tejido 100% algodón natural, desenfundable mediante cremallera en L. El relleno del cojín del respaldo es de fibra hueca conjugada siliconada, recubierta con tejido 100% algodón natural lavable a máquina._1"": null, ""Descripcion_2"": "" Para barnizar seguir las instrucciones que se detallan. Como todas las maderas naturales de uso exterior, es recomendable mimarlas y protegerlas de vez en cuando. Repite el proceso tantas veces como necesite tu sillón para disfrutarlo mucho tiempo."", ""Descripcion_3"": "" MEDIDAS DE CADA MÓDULO"", ""Ancho_4"": null, ""Descripcion_5"": null}",https://muebleslufe.com/1286-thickbox_default/conjunto-sofa-dos-sillones-mesa-baja.jpg,https://muebleslufe.com/es/muebles-jardin/304-conjunto-sofa-dos-sillones-mesa-baja.html
Iruxil W Teka mate,9.99,Inicio>Muebles Lufe>Barnices y aceites>Barnices>Iruxil W Teka mate,4.4,19,,https://muebleslufe.com/1279-thickbox_default/barniz-iruxil-w-teka-mate.jpg,https://muebleslufe.com/es/cera/301-barniz-iruxil-w-teka-mate.html
Iruxil W Blanco mate,9.99,Inicio>Muebles Lufe>Barnices y aceites>Barnices>Iruxil W Blanco mate,4.5,70,,https://muebleslufe.com/1273-thickbox_default/barniz-iruxil-w-blanco-mate.jpg,https://muebleslufe.com/es/cera/295-barniz-iruxil-w-blanco-mate.html
Sofá jardín módulo con brazo izquierdo,69.98,Inicio>Muebles Lufe>Muebles de jardín>Sofá jardín módulo con brazo izquierdo,5,2,"{""Material"": "" Madera local certificada PEFC."", ""Medidas exteriores"": "" 74,6 Cm de ancho y 69,5 cm de fondo"", ""Altura de las patas"": "" delanteras, 34,5 cm traseras, 68,5 cm"", ""Asiento"": "" 71x61 mcm"", ""Respaldo"": "" 68,5x70 cm"", ""Altura brazo"": "" 68,5 cm"", ""Base de espuma"": "" 71x61x9 cm"", ""Respaldo de fibra"": "" 55x75 cm"", ""La base de espuma está recubierta por tejido 100% algodón natural, desenfundable mediante cremallera en L. El relleno del cojín del respaldo es de fibra hueca conjugada siliconada, recubierta con tejido 100% algodón natural lavable a máquina._1"": null, ""Descripcion_2"": "" Para barnizar seguir las instrucciones que se detallan. Como todas las maderas naturales de uso exterior, es recomendable mimarlas y protegerlas de vez en cuando. Repite el proceso tantas veces como necesite tu sillón para disfrutarlo mucho tiempo.""}",https://muebleslufe.com/1305-thickbox_default/sofa-jardin-modulo-con-brazo-izquierdo.jpg,https://muebleslufe.com/es/muebles-jardin/309-sofa-jardin-modulo-con-brazo-izquierdo.html
Iruxil W Nogal mate,9.99,Inicio>Muebles Lufe>Barnices y aceites>Barnices>Iruxil W Nogal mate,4.8,11,,https://muebleslufe.com/1276-thickbox_default/barniz-iruxil-w-nogal-mate.jpg,https://muebleslufe.com/es/cera/298-barniz-iruxil-w-nogal-mate.html
Iruxil W Incoloro mate,9.99,Inicio>Muebles Lufe>Barnices y aceites>Barnices>Iruxil W Incoloro mate,4.5,132,,https://muebleslufe.com/1275-thickbox_default/barniz-iruxil-w-incoloro-mate.jpg,https://muebleslufe.com/es/cera/297-barniz-iruxil-w-incoloro-mate.html
Conjunto jardín sofá esquinero,279.99,Inicio>Muebles Lufe>Muebles de jardín>Conjunto jardín sofá esquinero,4.6,27,"{""Material"": "" Madera local certificada PEFC"", ""Incluye"": "" "", ""LUFE Sofá módulo con brazo derecho"": "", "", ""LUFE Sofá módulo con respaldo"": "" (x2), "", ""LUFE Sofá módulo con brazo izquierdo"": "" y "", ""LUFE Sofá módulo puf"": ""."", ""Descripcion_1"": "" MEDIDAS DE CADA MÓDULO"", "" Exteriores_1"": "" 74,6 cm de ancho y 69,5 cm de fondo"", "" Altura total_1"": "" 68,5 cm"", "" Altura de las patas delanteras_1"": "" 34,5 cm"", "" Asiento_1"": "" 71×61 cm"", "" Respaldo_1"": "" 68,5×70 cm"", "" Altura brazo_1"": "" 68,5 cm"", "" Base de espuma_1"": "" 71x61x9 cm"", "" Respaldo de fibra_1"": "" 55×75 cm"", ""La base de espuma está recubierta por tejido 100% algodón natural, desenfundable mediante cremallera en L. El relleno del cojín del respaldo es de fibra hueca conjugada siliconada, recubierta con tejido 100% algodón natural lavable a máquina._2"": null, ""Descripcion_3"": "" Para barnizar seguir las instrucciones que se detallan. Como todas las maderas naturales de uso exterior, es recomendable mimarlas y protegerlas de vez en cuando. Repite el proceso tantas veces como necesite tu sillón para disfrutarlo mucho tiempo.""}",https://muebleslufe.com/1295-thickbox_default/conjunto-sofa-esquinero.jpg,https://muebleslufe.com/es/muebles-jardin/306-conjunto-sofa-esquinero.html
Sofá jardín módulo puf,49.98,Inicio>Muebles Lufe>Muebles de jardín>Sofá jardín módulo puf,4.3,7,"{""Descripcion_0"": "" La base de espuma está recubierta por tejido 100% algodón natural, desenfundable mediante cremallera en L y lavable a máquina. Para barnizar seguir las instrucciones que se detallan. Como todas las maderas naturales de uso exterior, es recomendable mimarlas y protegerlas de vez en cuando. Repite el proceso tantas veces como necesite tu sillón para disfrutarlo mucho tiempo.""}",https://muebleslufe.com/1313-thickbox_default/sofa-jardin-modulo-puf.jpg,https://muebleslufe.com/es/muebles-jardin/311-sofa-jardin-modulo-puf.html
Sofá jardín módulo con dos brazos,74.98,Inicio>Muebles Lufe>Muebles de jardín>Sofá jardín módulo con dos brazos,5,1,"{""Material"": "" Madera local certificada PEFC"", ""Medidas exteriores"": "" 74,6 cm de ancho y 69,5 cm de fondo."", ""Altura total"": "" 68,5 cm"", ""Altura de las patas"": "" delanteras, 34,5 cm, traseras, 68,5 cm"", ""Asiento"": "" 71x61 cm"", ""Respaldo"": "" 68,5x70 cm"", ""Base de espuma"": "" 71x61x9 cm"", ""Respaldo de fibra"": "" 55x75 cm"", ""La base de espuma está recubierta por tejido 100% algodón natural, desenfundable mediante cremallera en L. El relleno del cojín del respaldo es de fibra hueca conjugada siliconada, recubierta con tejido 100% algodón natural lavable a máquina._1"": null, ""Descripcion_2"": "" Para barnizar seguir las instrucciones que se detallan. Como todas las maderas naturales de uso exterior, es recomendable mimarlas y protegerlas de vez en cuando. Repite el proceso tantas veces como necesite tu sillón para disfrutarlo mucho tiempo.""}",https://muebleslufe.com/1310-thickbox_default/sofa-jardin-modulo-con-dos-brazos.jpg,https://muebleslufe.com/es/muebles-jardin/310-sofa-jardin-modulo-con-dos-brazos.html
Iruxil W Castaño mate,9.99,Inicio>Muebles Lufe>Barnices y aceites>Barnices>Iruxil W Castaño mate,4.5,4,,https://muebleslufe.com/1274-thickbox_default/barniz-iruxil-w-castano-mate.jpg,https://muebleslufe.com/es/cera/296-barniz-iruxil-w-castano-mate.html
Iruxil W Nogal oscuro mate,9.99,Inicio>Muebles Lufe>Barnices y aceites>Barnices>Iruxil W Nogal oscuro mate,4.3,4,,https://muebleslufe.com/1277-thickbox_default/barniz-iruxil-w-nogal-oscuro-mate.jpg,https://muebleslufe.com/es/cera/299-barniz-iruxil-w-nogal-oscuro-mate.html
Mesa de centro,59.99,Inicio>Muebles Lufe>Mesas de madera>Mesas de centro>Mesa de centro,4.6,46,"{""Material"": "" Madera local certificada PEFC"", ""Altura mesa"": "" 45 cm"", ""Anchura"": "" 55 cm"", ""Largo mesa"": "" 88 cm"", ""Balda inferior a"": "" 10 cm del suelo""}",https://muebleslufe.com/1709-thickbox_default/mesa-de-centro-arina.jpg,https://muebleslufe.com/es/mesa-centro/109-mesa-de-centro-arina.html
Sofá jardín módulo con brazo derecho,69.98,Inicio>Muebles Lufe>Muebles de jardín>Sofá jardín módulo con brazo derecho,4.3,4,"{""Descripcion_0"": null}",https://muebleslufe.com/1301-thickbox_default/sofa-jardin-modulo-con-brazo-derecho.jpg,https://muebleslufe.com/es/muebles-jardin/308-sofa-jardin-modulo-con-brazo-derecho.html
Sofá jardín módulo con respaldo,59.98,Inicio>Muebles Lufe>Muebles de jardín>Sofá jardín módulo con respaldo,4.5,16,"{""Descripcion_0"": null}",https://muebleslufe.com/1284-thickbox_default/sofa-jardin-modulo-con-respaldo.jpg,https://muebleslufe.com/es/muebles-jardin/303-sofa-jardin-modulo-con-respaldo.html
Iruxil W Roble mate,9.99,Inicio>Muebles Lufe>Barnices y aceites>Barnices>Iruxil W Roble mate,4.8,12,,https://muebleslufe.com/1278-thickbox_default/barniz-iruxil-w-roble-mate.jpg,https://muebleslufe.com/es/cera/300-barniz-iruxil-w-roble-mate.html
Conjunto de jardín sofá doble,129.97,Inicio>Muebles Lufe>Muebles de jardín>Conjunto de jardín sofá doble,4.5,13,"{""Incluye"": ""Madera local certificada PEFC"", ""LUFE Sofá módulo con brazo derecho"": "" "", ""LUFE Sofá módulo con brazo izquierdo"": "" y "", ""Descripcion_1"": "" MEDIDAS DE CADA MÓDULO"", "" Medidas exteriores_1"": "" 74,6 cm de ancho y 69,5 cm de fondo"", "" Altura total_1"": "" 68,5 cm"", "" Altura de las patas_1"": "" delanteras, 34,5 cm, traseras, 68,5 cm"", "" Altura brazos_1"": "" 68,5 cm"", "" Asiento_1"": "" 71×61 cm"", "" Respaldo_1"": "" 68,5×70 cm"", "" Altura brazo_1"": "" 68,5 cm"", "" Base de espuma_1"": "" 71x61x9 cm"", "" Respaldo de fibra_1"": "" 55×75 cm"", ""La base de espuma está recubierta por tejido 100% algodón natural, desenfundable mediante cremallera en L. El relleno del cojín del respaldo es de fibra hueca conjugada siliconada, recubierta con tejido 100% algodón natural lavable a máquina._2"": null, ""Descripcion_3"": "" Para barnizar seguir las instrucciones que se detallan. Como todas las maderas naturales de uso exterior, es recomendable mimarlas y protegerlas de vez en cuando. Repite el proceso tantas veces como necesite tu sillón para disfrutarlo mucho tiempo.""}",https://muebleslufe.com/1291-thickbox_default/conjunto-sofa-doble.jpg,https://muebleslufe.com/es/muebles-jardin/305-conjunto-sofa-doble.html
Conjunto jardín sofá tresillo,201.94,Inicio>Muebles Lufe>Muebles de jardín>Conjunto jardín sofá tresillo,4.8,11,"{""Incluye"": "" "", ""LUFE Sofá módulo con brazo derecho"": "", "", ""LUFE Sofá módulo con respaldo"": "", "", ""LUFE Sofá módulo con brazo izquierdo "": ""y "", ""Pack de dos cojines"": "" "", ""La base de espuma está recubierta por tejido 100% algodón natural, desenfundable mediante cremallera en L. El relleno del cojín del respaldo es de fibra hueca conjugada siliconada, recubierta con tejido 100% algodón natural lavable a máquina._3"": null, ""Descripcion_4"": "" Para barnizar seguir las instrucciones que se detallan. Como todas las maderas naturales de uso exterior, es recomendable mimarlas y protegerlas de vez en cuando. Repite el proceso tantas veces como necesite tu sillón para disfrutarlo mucho tiempo.""}",https://muebleslufe.com/1298-thickbox_default/conjunto-sofa-tresillo.jpg,https://muebleslufe.com/es/muebles-jardin/307-conjunto-sofa-tresillo.html
Cabecero 9H cama 90,39.99,Inicio>Muebles Lufe>Camas>Cabecero 9H cama 90,4.6,8,"{""Descripcion_0"": null}",https://muebleslufe.com/1012-thickbox_default/cabecero-9h-cama-individual.jpg,https://muebleslufe.com/es/camas/250-cabecero-9h-cama-individual.html
Cabecero 4  lamas con patas cama 90,19.99,Inicio>Muebles Lufe>Camas>Cabecero 4  lamas con patas cama 90,4.5,41,"{""Material"": "" Madera local certificada PEFC"", ""Altura de cabecero"": "" 90 cm"", ""Anchura de cabecero"": "" 100 cm""}",https://muebleslufe.com/988-thickbox_default/cabecero-4-con-patas-cama-individual.jpg,https://muebleslufe.com/es/camas/246-cabecero-4-con-patas-cama-individual.html
Cabecero 4 con patas cama matrimonio,29.99,Inicio>Muebles Lufe>Camas>Cabecero 4 con patas cama matrimonio,4.7,135,"{""Material"": "" Madera local certificada PEFC"", ""Altura de cabecero"": "" 90 cm"", ""Anchura de cabecero"": "" 145,160 ó 190 cm (adaptable a camas de 135,150 ó 180 cm)""}",https://muebleslufe.com/992-thickbox_default/cabecero-4-con-patas-cama-matrimonio.jpg,https://muebleslufe.com/es/camas/247-cabecero-4-con-patas-cama-matrimonio.html
Cabecero 4 lamas cama de matrimonio,29.99,Inicio>Muebles Lufe>Camas>Cabecero 4 lamas cama de matrimonio,4.6,149,"{""Descripcion_0"": null}",https://muebleslufe.com/1003-thickbox_default/cabecero-4-cama-de-matrimonio.jpg,https://muebleslufe.com/es/camas/249-cabecero-4-cama-de-matrimonio.html
Cabecero 4 lamas cama 80,19.99,Inicio>Muebles Lufe>Camas>Cabecero 4 lamas cama 80,4,9,"{""Descripcion_0"": null, ""Descripcion_1"": "" Plazo de entrega""}",https://muebleslufe.com/1541-thickbox_default/cabecero-4-cama-individual.jpg,https://muebleslufe.com/es/camas/402-cabecero-4-cama-individual.html
Estructura de cama compacta,99.99,Inicio>Muebles Lufe>Camas>Camas compactas>Estructura de cama compacta,5,1,"{""Descripcion_0"": null}",https://muebleslufe.com/494-thickbox_default/cama-compacta.jpg,https://muebleslufe.com/es/cama-compacta/122-cama-compacta.html
Perchero Beka 180x100,59.99,Inicio>Muebles Lufe>Muebles de almacenaje>Percheros>Perchero Beka 180x100,4.6,38,{},https://muebleslufe.com/791-thickbox_default/perchero-beka.jpg,https://muebleslufe.com/es/beka/97-perchero-beka.html
Perchero Beka 180x70,54.99,Inicio>Muebles Lufe>Muebles de almacenaje>Percheros>Perchero Beka 180x70,4.3,32,{},https://muebleslufe.com/790-thickbox_default/perchero-beka.jpg,https://muebleslufe.com/es/beka/96-perchero-beka.html
Perchero Beka 180x130,64.99,Inicio>Muebles Lufe>Muebles de almacenaje>Percheros>Perchero Beka 180x130,4.5,29,{},https://muebleslufe.com/792-thickbox_default/perchero-beka.jpg,https://muebleslufe.com/es/beka/98-perchero-beka.html
Sofá módulo puf,39.99,Inicio>Muebles Lufe>Sofás, sillas y bancos>Sofás modulares>Sofá módulo puf,4.3,15,"{""Descripcion_0"": null, "" _1"": null}",https://muebleslufe.com/1237-thickbox_default/sofa-modulo-puf.jpg,https://muebleslufe.com/es/sofas-modulares/287-sofa-modulo-puf.html
